Wallet,Balance,Type
0x2848b9f2D4FaEBaA4838c41071684c70688B455d,50000.142745794009811468,wallet
0xca4aD39F872E89Ef23eABd5716363Fc22513E147,27595.710191188515981693,wallet
0x9fBa5259A1a4654212849E87CFdf5B28d5bbcB5e,25648.828072189231936699,wallet
0x0BAD4eBfF09CEd8dFffC2D99eA04108E1AfAb8b2,25605.223856836450022361,wallet
0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,23330.260695241402696623,wallet
0x5d5D7CA38EB488F49DD700c786a1b7Baa31b4486,22086.923801730153431784,wallet
0xCd8Eddd0A27047D53D65f23D483A8A169D54526B,21564.061381763117180699,wallet
0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F,21540.005287122926989882,wallet
0x3cb76EC20b4f7C1871696520eCC50e44be7244c5,21258.684861952479529072,wallet
0xe5465CEd137EcF8c80bBf7A1e2f2bf457a12A466,19989.724970653724420564,wallet
0x1915fd19E19858f815C924Df8D2d6e7065f1e547,14999.948251276873340730,wallet
0x985116F8C174fE13325D36685424d1796cC11f51,14997.577979863157968917,wallet
0x0c9e1ec8Db2132eF656b250b6AeceaD3D0313b08,12892.325091632607169021,wallet
0xe7ef5F4803E85f91871Bc8f4a609b954F2112ac9,12737.206057571756997282,wallet
0xb74125Df13CB9194D93d8b62e0DB30352f2B8001,12192.612979897087913883,wallet
0xE7793581460b2c5C088Ae0D6465DB6fCD33F3E43,11951.147822143565443499,wallet
0xbb899870561D48e823DdfACFFa201dc20214a530,11108.959015849417720743,wallet
0xaa44cAc4777DcB5019160A96Fbf05a39b41edD15,10041.534869562711030817,wallet
0xf2B9ec5724dC97362A53907c0b4cc0AA72369e63,7995.804787106487393323,wallet
0x64dF7AF696e0977771a0E1e1B1a8dD22DED3Cf4b,7349.610899008347849985,wallet
0x08f214ECD776cc89f89A65c2Daa62A3aB5191A2E,6225.082751135629199623,wallet
0xdc25324B8186DE47A976191a54ea0366428Af632,5003.585605528407057333,wallet
0x6900C1F8E31B786aD9a85219D6D3FcA20FEdBD3F,4971.792152192345582071,wallet
0x10752aE123f8F65ee7609B336C77bb941C584bBA,4923.958908996052751698,wallet
0x7264E14a050fE6A383C654448FCc84d7A4b9eC94,4807.306205100015621476,wallet
0xE2C67350D0A0768De07E556073BeeEc0AE86a684,4710.646139789466159507,wallet
0x76A5Df896413F3B566d07da5AF44326C0f54a25b,3221.738885236751112366,wallet
0x5F8C61DDf6a4d971866c5923409293fc36A6041a,3146.388987866809869932,wallet
0x101aDDC07D63a6B35B199153252168aB9889Dca1,3115.551123384907544652,wallet
0x581dE43B0273915f61D015E394D2C6aF1F9ce8E6,2979.616382422724397301,wallet
0xb6E92D077591b064F48Ef68E2074d6Fa4a0C2cC6,2899.291624259659099917,wallet
0x5AbDF1bDf263963601D3cC57D14723465D9FC505,2875.462843693991397695,wallet
0x7909759B82EB27aB3Cc886C5f3fCE3A72a565b39,2820.985689592043441424,wallet
0x547c0dbd2FC303c8e97475Ec072A58DE60EC134a,2738.250679377466749590,wallet
0x708800fBf7a7e8E65B1D8BBF651c5c32019e7325,2657.381553569880694029,wallet
0xc8728Ae130381EB77Fc9a8b715564B00e83E19Df,2615.741479912143568126,wallet
0x7A8B10716E2e473a541E9E990e711651425E5413,2572.186598840579395194,wallet
0xC61b244fA2B83eFe9EF91dA7390CA5FC1cbb35B1,2551.145640170462922103,wallet
0x73719C0C85a430aB716bafC6A2A6768e40F7D334,2537.355422874014245291,wallet
0xAb2e11C99D8830D5d9B2494A565c974595e39eef,2498.830569733533883398,wallet
0xCeeC48581B3145a575508719f45da07dc57fA7ce,2470.979379392617049034,wallet
0x77f07Ab7B444C7C9FCfAfc76c053A810cD6203CB,2346.528044771549657273,wallet
0x795f50722Cf5ad82F78Dda8dC8F7B235332977C3,2345.902275391253024763,wallet
0xd32f222283D295f93664B11faAC967e6826b635f,2315.476204106859787481,wallet
0x68Db64A8cC0AEA50b479BdD5Bc3B3Dd5E5821ed4,2258.942966503720424356,wallet
0x71A0Adb369DA76e300A9eC9f6e1ffcBa6e185182,2253.332641909031084348,wallet
0x31849CbcD3Ab8835455296CCDf77AD78AF99196e,2199.702269873920788910,wallet
0x7af4922fc22037D573e889201bE7C38E42f22220,2107.332729856387084390,wallet
0x262336fd3Eda533826Aa4c92C9f23563f9F90693,2050.812924845575825640,wallet
0x934dff4d5e1a5138D9863F38ab959b07046Dba45,1994.033836610556056476,wallet
0x60523Cd3F5CF0061C6f042545371Fa6ff8cD397B,1989.873394277448296114,wallet
0x577182E41158Ba340fd4934aD1Fc24b011934A64,1697.914960852468145172,wallet
0xC83d2035094E05D7a83BeA5f92480aBB3577228B,1683.006288513281699294,wallet
0xb910119F8B1838A95F9fbcF575E51e1E72469517,1581.713321697057297555,wallet
0xa8bd174385B14F880F8b7F06894Cc1bF265Db32e,1552.960078864831273698,wallet
0x6B2D4ac2655c55712340d071d9Bb030eB293e3E1,1522.842664394105575539,wallet
0x3A631b481a1B225e32D20C28BB531587e9F32dA0,1515.969620867317105905,wallet
0x5642111A57c82f2f50716C397efF0eefC25a2501,1509.091336775296483595,wallet
0x38048aF4da7d79d2b553836a6d4950d0AC4B60f7,1477.767591288038250747,wallet
0x6C78583d25A1bb5C39A87c7BDe2cCC82870277A4,1464.987774508370690747,wallet
0x45F055553Eb4A91F4DB1ecF89682cB90b4482B15,1464.550505696547915985,wallet
0x4dAE5b5bf3dC068BDFEC47b8B402AFf28fe6707F,1356.988675773282612521,wallet
0xE7c8712fC60B20693046c71E5012801eaAfc7217,1337.649047776560013689,wallet
0x33Caf1E780FC8a92247F42A220cAEAFdE3B5D553,1327.766189745299821715,wallet
0x8E13649613B774Ab67D1C1eDfc22a2202270fD81,1325.780327546574594281,wallet
0xe7cBB8D73E5ca000816910f100D60b5Fe33588f7,1263.778735494280838399,wallet
0x0b6bF854CB7c816518a96317893e43AB219BD365,1218.457037643346603739,wallet
0x68CC67e6899bE5a34002091449CB8860B132cCA3,1181.495922231368748546,wallet
0xAF777F6ff15de8d50527208d8cbd36576b213f97,1161.720377473557024484,wallet
0x9Cc8493f835a3aad8346A8AA66F22d9457fd2Ce9,1054.375163984028472539,wallet
0x63b79704DCB7FbA6Ca46baEa3DB68639924A41DF,1024.739634538854655040,wallet
0x3172aee5e0B47bB23e87db93327F58E06e6A73B6,1016.780773527101455237,wallet
0x956F1CE3ff2ea59A8b41DF83Ce9F85ED59D73F92,1004.996532835550513827,wallet
0x579ea3F1e0617Aa237E36C0501822b55bE8D84ED,999.996500084798458534,wallet
0xedfb6Cd3069fe177C1cBe63C066Cae12D754d124,999.704699966392727770,wallet
0xf041e368e33d7f28dec1918D52D691C383f42e2d,999.532116763832944202,wallet
0xC4fe12630fEffDb5Ee72eDdCBBB43b595407442F,985.135899562758166544,wallet
0xafae1E9EcD3a355b93960402E875b886f718C55E,983.777236040570717305,wallet
0x157DD18CF70815dF7c25948ced9760aA61f6DF17,952.160028145565794733,wallet
0x612356EA7E7F2D9d9BDC1aF83043Eb6f14061Dd4,929.139800999966708553,wallet
0x60c4ae0EE854a20eA7796a9678090767679B30FC,908.230932357831631741,wallet
0x11f11DAFde2eD523CD935184dd28876cE52F1652,891.849250556570114740,wallet
0x08888Ce68d8dE3d2616f96270f06B1b6fB3A18f6,872.689595333461596116,wallet
0x6B3bE6C88C8875168c694e57E62d1dE554Ee6902,825.923107576586078231,wallet
0x0630717c9c6baEAbd2b0852e09dF08FEbAcCd227,799.437202027791279690,wallet
0x6c3F5990C0B31e17fC5C9f728819EAc14D6f3926,788.487245829560201154,wallet
0x3787Eea0767fE73d272aD543651Ada3F4dad8279,786.997340021974981347,wallet
0x43d4c6291919D37148de3FF040cd5a4655d9ea09,777.488562303314858548,wallet
0x65f80893c4F177882281f654C386e058F8E10DF4,762.993842089115337442,wallet
0x9f32B5A3A6A21dF1671c74372F18415CB3FCaca2,733.993649420389143794,wallet
0xdeba9a360C9da03e5Fb30D617b6d28426E3c7Fc6,730.395556262820118978,wallet
0x4eb172821B5bC013269c4F6f6204F092D44197EC,720.996219322216902177,wallet
0xb4D502361a3c6f823EEb9A99Af09E110382206ee,680.918204700491224525,wallet
0xBfBD59C39f83068Ebe8EF181B927B85400222292,671.467683485658809473,wallet
0x36eFd9914d30b16575429516bfFf0f196062DCe9,669.104416246618370570,wallet
0xfbe011E5C3A81d5E00888B7705FbfDDBC6B7A17B,638.735619239255543957,wallet
0x475476708AE9d5eE62b0E977aA37d4dd16281926,636.143580870719096204,wallet
0x62B5c94aF16F8b5b53BEd8DA61ecB5Ba41C14931,633.988665959360996416,wallet
0x3DD1B656fcC459Cc4CF203b53AAAbF8C85181f1d,621.992216356026306087,wallet
0xc15E011B8E117FbA8cC241C70950fC79f515AB3E,617.425486923797477938,wallet
0x575C13C07b054438a513f4968605c021856f63F8,616.250527605289994180,wallet
0xAF51e6E946263e1d7B474073ee64EA0c5Bc01dA9,585.516045253492658655,wallet
0xA9bEA5C0C25E4D02d56CBFE9A7564c3CcF599617,579.780206662486630656,wallet
0xbed58fA67Bd966A40460b42f065DccCb0fD4fE4f,573.851080234871739006,wallet
0x8B8B67CD569882e9f200a58e875802e5017D88c0,553.210671805331936880,wallet
0x71fcE3F04cd3EEFC397eD46e70f83e1491D7eEF2,538.320155734749046151,wallet
0xCc55D35a19c166d9dC720D894BFfF14827D9385C,528.515449794842754643,wallet
0x59bdFB381CA2080D0D042903e776D3DCb548050A,500.000000000000000000,wallet
0x58c20084c7B26817620e08745aA0C907eCBAD2F0,499.425812763990947674,wallet
0xf1CD34aFA3e93559Ef2e26e06d39A1A707bE4fB4,492.607146354253530905,wallet
0xFB00098715320daB71dC14cB7EA9a41337930119,492.044740406766048459,wallet
0x9C330a97c3DD093F4b514aF6CC2f531AC0Cb084b,482.718310520933911903,wallet
0x8DECE035358D2604896c81b82c3ab6FfF3596388,481.998337141030196682,wallet
0xe023d9eaD98a431A88E913629599884839cDF92f,480.414269465557353142,wallet
0xD4921407422A3E64F6ae78A0c38221a1119C8B7c,435.745566682820597337,wallet
0x795ae2Deb3109f766cE1D5284e30a477c016dbeF,431.996394940352312902,wallet
0x80adc6DA57e97F33035899962278A5FAfF8492E4,388.995648581995917968,wallet
0x9ded7B691962446704C7bD7D0dfb1F028a2a52F1,387.480397545287705925,wallet
0x88d5EB1993dD04bf2175f940e64fD49A90D13F8b,386.269251949275556633,wallet
0xCea93BAeE3e532163B303756AA295D11304d22cF,382.669421547679637138,wallet
0x38dAEa6f17E4308b0Da9647dB9ca6D84a3A7E195,360.488738315568996317,wallet
0x8a26529afDDcf6DB1f54A8F24b6834B0761b7E66,349.885733019507760210,wallet
0xa59e113fbef3B4129bAef6b5355dFf683851aFA7,331.096625728191246443,wallet
0xcBeF46a7Cbe1f46a94ab77501EAa32596Ab3c538,320.473856122665678365,wallet
0xc9c026d92314aaA032cf493DB1058B143DBf9AFF,319.895527332121380763,wallet
0xE012D8eCfF24057e3A47C93F44Ff6Eb9d1ba2f4f,314.541621697575912453,wallet
0x8886DcA35291F05Ed5d8e21F083998EA8dcEB50f,302.988954710291990233,wallet
0xb7b1Cc940Cc88640089028d4910De22E39e6D117,296.927979718966788240,wallet
0x60C8EeD11cccAb1e6D75a825dd9f36d85d855c53,295.352776230942689828,wallet
0xAcba84F681250A027686B85fb4903f9F1C9caeF3,292.917208012747184320,wallet
