Wallet,Balance,Type
0x2848b9f2D4FaEBaA4838c41071684c70688B455d,55297.578427252384869058,wallet
0xbb73548A0e6F839fb58e9D59969Ba6AEdEcDF5f1,29956.959864352461374865,wallet
0xca4aD39F872E89Ef23eABd5716363Fc22513E147,27595.710191188515981693,wallet
0x3cb76EC20b4f7C1871696520eCC50e44be7244c5,26417.391657416714877673,wallet
0x9fBa5259A1a4654212849E87CFdf5B28d5bbcB5e,25648.828072189231936699,wallet
0x0BAD4eBfF09CEd8dFffC2D99eA04108E1AfAb8b2,25605.223856836450022361,wallet
0x5d5D7CA38EB488F49DD700c786a1b7Baa31b4486,22086.923801730153431784,wallet
0xD2eeFF73117C86c14F11A6052620848F8dD6E0c8,20929.989269456599356238,wallet
0x02AEe0CE756fa0157294Ff3Ff48c1Dd02ADCCF04,16229.347859644294051324,wallet
0x156E6C5a2Fac34bB2Fcf2Ac1bbAA0E75BDE3aC4F,16148.006790226828900381,wallet
0xe1adF48dFe386515e717977D0a30F01af289Ee30,15328.191823701360743624,wallet
0xF7B10D603907658F690Da534E9b7dbC4dAB3E2D6,14942.736322638264510329,wallet
0x0c9e1ec8Db2132eF656b250b6AeceaD3D0313b08,12892.325091632607169021,wallet
0xbbA31530Cd8e112be845da468B72fbbFE739387A,12392.200571960695872461,wallet
0xb74125Df13CB9194D93d8b62e0DB30352f2B8001,12192.612979897087913883,wallet
0xbb899870561D48e823DdfACFFa201dc20214a530,11108.959015849417720743,wallet
0xE7793581460b2c5C088Ae0D6465DB6fCD33F3E43,11000.147822143565443499,wallet
0xCd8Eddd0A27047D53D65f23D483A8A169D54526B,10481.097128750088073108,wallet
0xaa44cAc4777DcB5019160A96Fbf05a39b41edD15,10041.534869562711030817,wallet
0xF24b73A328dF29cdde804aCF605B8722aD5030DA,9111.628891148815638469,wallet
0x76A5Df896413F3B566d07da5AF44326C0f54a25b,7979.162383836654467155,wallet
0x9705376153EB999dEF24630F56FE8af703b5Ad31,7364.569184300196068580,wallet
